2022-04-24 22:03:15,727 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2022-04-24 22:03:15,760 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2022-04-24 22:03:15,762 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2022-04-24 22:03:15,763 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2022-04-24 22:03:15,778 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2022-04-24 22:03:15,779 INFO  SwAddin.cs: 197 - Setting up callbacks
2022-04-24 22:03:15,780 INFO  SwAddin.cs: 201 - Setting up command manager
2022-04-24 22:03:15,782 INFO  SwAddin.cs: 204 - Adding command manager
2022-04-24 22:03:15,785 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2022-04-24 22:03:15,788 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2022-04-24 22:03:15,788 INFO  SwAddin.cs: 210 - Adding event handlers
2022-04-24 22:03:15,808 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2022-04-24 22:11:23,801 INFO  SwAddin.cs: 294 - Assembly export called for file ×°ÅäÌå1
2022-04-24 22:11:23,807 INFO  SwAddin.cs: 299 - Save is required
2022-04-24 22:11:23,807 INFO  SwAddin.cs: 313 - Saving assembly
2022-04-24 22:11:23,810 INFO  SwAddin.cs: 316 - Opening property manager
2022-04-24 22:11:23,863 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ×°ÅäÌå1
2022-04-24 22:11:23,883 INFO  ExportHelperExtension.cs: 1136 - Found 33 in ×°ÅäÌå1
2022-04-24 22:11:23,884 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ×°ÅäÌå1
2022-04-24 22:11:23,884 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-04-24 22:11:23,888 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
2022-04-24 22:11:23,891 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ¼Ü×Ó_3-1
2022-04-24 22:11:23,892 INFO  ExportHelperExtension.cs: 1136 - Found 47 in ¼Ü×Ó_3-1
2022-04-24 22:11:23,892 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ¼Ü×Ó_3-1
2022-04-24 22:11:23,893 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ·ÉÂÖ¹Ì¼þ2-1
2022-04-24 22:11:23,893 INFO  ExportHelperExtension.cs: 1136 - Found 28 in ·ÉÂÖ¹Ì¼þ2-1
2022-04-24 22:11:23,894 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ·ÉÂÖ¹Ì¼þ2-1
2022-04-24 22:11:23,894 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from FLY WHEEL-1
2022-04-24 22:11:23,895 INFO  ExportHelperExtension.cs: 1136 - Found 36 in FLY WHEEL-1
2022-04-24 22:11:23,895 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in FLY WHEEL-1
2022-04-24 22:11:23,896 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from wheel-1
2022-04-24 22:11:23,897 INFO  ExportHelperExtension.cs: 1136 - Found 59 in wheel-1
2022-04-24 22:11:23,897 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in wheel-1
2022-04-24 22:11:23,898 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ×°ÅäÌå1
2022-04-24 22:11:23,898 INFO  ExportHelperExtension.cs: 1136 - Found 33 in ×°ÅäÌå1
2022-04-24 22:11:23,899 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ×°ÅäÌå1
2022-04-24 22:11:23,899 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-04-24 22:11:23,899 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
2022-04-24 22:11:23,900 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ¼Ü×Ó_3-1
